checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
round4	typed_return_pred	subckt_0063	prefix_0012	12	9	__aig_and_11994::observe	observe	__aig_and_11994::observe	observe	1	1	5.529000000000006	5.529000000000006	0.0	0	-0.14729798605784364	0.4482758620689655
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0012	12	9	__buf_split_1410::control0	control0	__aig_and_11994::observe	observe	0	0	0.07399999999999629	5.529000000000006	5.45500000000001	0	0.06065211190617091	0.5517241379310345
round4	typed_marginal_pred	subckt_0063	prefix_0016	16	9	__aig_not_11997::control0	control0	__aig_and_11994::observe	observe	0	0	-0.2530000000000032	6.260999999999994	6.513999999999998	1	-0.4765523078342	0.3103448275862069
round4	typed_return_pred	subckt_0063	prefix_0016	16	9	__aig_not_11997::control0	control0	__aig_and_11994::observe	observe	0	0	-0.2530000000000032	6.260999999999994	6.513999999999998	1	-0.4765523078342	0.3103448275862069
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0016	16	9	__aig_not_1883::control0	control0	__aig_and_11994::observe	observe	0	0	0.041999999999997595	6.260999999999994	6.218999999999996	0	-0.12996881122750908	0.4827586206896552
round4	typed_marginal_pred	subckt_0063	prefix_0024	24	9	new_n6228::control0	control0	__aig_and_11994::observe	observe	0	0	-0.23400000000001198	5.994999999999983	6.228999999999996	1	-0.5533985905294664	0.25
round4	typed_return_pred	subckt_0063	prefix_0024	24	9	new_n6228::control0	control0	__aig_and_11994::observe	observe	0	0	-0.23400000000001198	5.994999999999983	6.228999999999996	1	-0.5533985905294664	0.25
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0024	24	9	__buf_split_1359::control0	control0	__aig_and_11994::observe	observe	0	0	0.04799999999999249	5.994999999999983	5.94699999999999	0	-0.4479893351905204	0.32142857142857145
round4	typed_marginal_pred	subckt_0063	prefix_0031	31	9	new_n1220::control1	control1	__aig_and_11994::observe	observe	0	0	-0.22400000000001308	5.769999999999986	5.994	1	-0.6498440561375455	0.20689655172413793
round4	typed_return_pred	subckt_0063	prefix_0031	31	9	new_n1220::control1	control1	__aig_and_11994::observe	observe	0	0	-0.22400000000001308	5.769999999999986	5.994	1	-0.5458690071555382	0.27586206896551724
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0031	31	9	new_n1220::control1	control1	__aig_and_11994::observe	observe	0	0	-0.22400000000001308	5.769999999999986	5.994	1	-0.3725772588521927	0.3448275862068966
round4	typed_marginal_pred	subckt_0081	prefix_0001	1	9	__buf_split_283::control1	control1	II2017_2::observe	observe	0	0	-0.658000000000003	0.0	0.658000000000003	1	-0.5962847939999439	0.17391304347826086
round4	typed_return_pred	subckt_0081	prefix_0001	1	9	__buf_split_283::control1	control1	II2017_2::observe	observe	0	0	-0.658000000000003	0.0	0.658000000000003	1	-0.5962847939999439	0.17391304347826086
round4	typed_sa_reduction_total_pred	subckt_0081	prefix_0001	1	9	__buf_split_283::control1	control1	II2017_2::observe	observe	0	0	-0.658000000000003	0.0	0.658000000000003	1	-0.7080881928749334	0.13043478260869565
round4	typed_marginal_pred	subckt_0081	prefix_0002	2	9	__aig_not_383::control1	control1	__aig_and_169::observe	observe	0	0	-0.6410000000000027	0.017000000000000348	0.658000000000003	1	-0.5044393564418674	0.2903225806451613
